"Queen and Country, Vol. 1: Broken Ground",Greg Rucka,"3.97 avg rating — 1,378 ratings",False,
"Queen and Country: The Definitive Edition, Vol. 1",Greg Rucka,"4.03 avg rating — 2,930 ratings",False,
Queen in Comics!,Emmanuel Marie,4.15 avg rating — 113 ratings,False,
"Queen of the Nile (Cleopatra in Space, #6)",Mike Maihack,4.52 avg rating — 722 ratings,False,
Queenie: Godmother of Harlem: A Graphic Novel,Elizabeth Colomba|(Author/Illustrator),3.74 avg rating — 894 ratings,False,
Queer: A Graphic History,Meg-John Barker,"3.94 avg rating — 6,876 ratings",False,
Quimby the Mouse,Chris Ware,"4.10 avg rating — 1,604 ratings",False,
Quince,Sebastian Kadlecik|(Creator),4.14 avg rating — 758 ratings,False,
R.I.P: Best of 1985-2004,Thomas Ott,4.02 avg rating — 357 ratings,False,
"Rachel Rising, Volume 1: The Shadow of Death",Terry Moore,"4.16 avg rating — 3,411 ratings",False,
"Radioactive: Marie and Pierre Curie, A Tale of Love and Fallout",Lauren Redniss,"4.03 avg rating — 5,941 ratings",False,
Rainbow! Volume 1,Sunny,"3.86 avg rating — 1,121 ratings",False,
Rangers of the Divide Vol 1: First Ascent,Megan Huang,3.34 avg rating — 44 ratings,False,
"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)",Rumiko Takahashi,"4.17 avg rating — 31,361 ratings",False,
"Rapunzel's Revenge (Rapunzel's Revenge, #1)",Shannon Hale,"3.91 avg rating — 17,562 ratings",False,
Rare Flavours,Ram V.,4.36 avg rating — 297 ratings,False,
"Rat Queens, Vol. 1: Sass & Sorcery",Kurtis J. Wiebe,"4.08 avg rating — 45,203 ratings",False,
"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'rygoth",Kurtis J. Wiebe,"4.14 avg rating — 26,658 ratings",False,
"Rat Queens, Vol. 3: Demons",Kurtis J. Wiebe,"3.87 avg rating — 11,357 ratings",False,
"Rat Queens, Vol. 7: The Once and Future King",Ryan Ferrier|(Story),"3.68 avg rating — 1,354 ratings",False,
Re-Gifters,Mike Carey,"3.63 avg rating — 2,516 ratings",False,
Real Hero Shit,Kendra Wells,4.08 avg rating — 774 ratings,False,
"Realm of the Blue Mist (The Rema Chronicles, #1)",Amy Kim Kibuishi,"4.04 avg rating — 1,417 ratings",False,
"Reckless (Reckless, #1)",Ed Brubaker,"4.22 avg rating — 3,976 ratings",False,
Red Border,,,False,
Red Rackham's Treasure (Tintin #12),Hergé,"4.29 avg rating — 16,768 ratings",False,
Red Rosa: A Graphic Biography of Rosa Luxemburg,Kate   Evans,"4.16 avg rating — 3,644 ratings",False,
Red Scare: A Graphic Novel,Liam Francis Walsh,3.65 avg rating — 711 ratings,False,
Red Skull: Incarnate,Greg Pak,3.38 avg rating — 299 ratings,False,
Red Snow,Susumu Katsumata,3.42 avg rating — 390 ratings,False,
"Red Sonja & Vampirella Meet Betty & Veronica, Vol. 1",Amy Chu,3.52 avg rating — 132 ratings,False,
"Red Sonja, Vol. 2: The Queen's Gambit",Mark   Russell,4.14 avg rating — 81 ratings,False,
Red Sonja: Birth of the She-Devil,Luke Lieberman,3.76 avg rating — 82 ratings,False,
"Red Sonja: Worlds Away, Vol. 5: End of the Road",Amy Chu,3.61 avg rating — 46 ratings,False,
Redwall: The Graphic Novel,Brian Jacques,"4.28 avg rating — 8,513 ratings",False,
"Refresh, Refresh",Danica Novgorodoff,3.19 avg rating — 555 ratings,False,
Relish: My Life in the Kitchen,Lucy Knisley,"3.95 avg rating — 22,055 ratings",False,
"Requiem for an Elf (Poison Elves, Vol. 1)",Drew Hayes,4.20 avg rating — 186 ratings,False,
"Resisted, Arrested, Deported: The Concentration Camp Memoir of Francine R.",Boris Golzio,3.69 avg rating — 98 ratings,False,
Retroactive,,,False,
Return of the Dapper Men,Jim McCann,"3.70 avg rating — 1,067 ratings",False,
"Revival, Vol. 1: You're Among Friends",Tim Seeley|(Writer),"3.85 avg rating — 8,828 ratings",False,
Rewild,Devin Grayson,3.22 avg rating — 157 ratings,False,
Richard Stark's Parker: The Hunter,Darwyn Cooke|(Author/Illustrator),"4.18 avg rating — 7,838 ratings",False,
Ride On,Faith Erin Hicks,"4.04 avg rating — 2,078 ratings",False,
Ripple: A Predilection for Tina,Dave Cooper,4.01 avg rating — 316 ratings,False,
"Rising Stars Compendium (Rising Stars, #0-5)",J. Michael Straczynski,4.21 avg rating — 543 ratings,False,
"Rising Stars, Vol. 1: Born in Fire",J. Michael Straczynski,"4.11 avg rating — 1,595 ratings",False,
Riverdale: Varsity Edition Vol. 1,Roberto Aguirre-Sacasa,0.00 avg rating — 0 ratings,False,
Rivers of London Vol. 10: Deadly Ever After,Ben Aaronovitch,3.58 avg rating — 786 ratings,False,
Rivers of London Vol. 11: Here Be Dragons,Ben Aaronovitch,4.14 avg rating — 374 ratings,False,
"Rivers of London: Monday, Monday",Ben Aaronovitch,3.97 avg rating — 830 ratings,False,
Rivers of London: The Fey and the Furious,Ben Aaronovitch,"3.83 avg rating — 1,215 ratings",False,
Road Allowance Era (A Girl Called Echo) (Volume 4),Katherena Vermette,4.14 avg rating — 490 ratings,False,
Road of Bones,Rich Douek,3.66 avg rating — 353 ratings,False,
"Road to Perdition (Road to Perdition, #1)",Max Allan Collins,"3.90 avg rating — 2,877 ratings",False,
Roaming,Jillian Tamaki,"3.77 avg rating — 4,258 ratings",False,
Roar of the Beast,Chad Sell,"4.18 avg rating — 1,040 ratings",False,
Robot Dreams,Sara Varon,"3.93 avg rating — 10,218 ratings",False,
Robyn Hood: Justice,Chuck Dixon,3.71 avg rating — 7 ratings,False,
Robyn Hood: Outlaw,Howard Mackie,3.81 avg rating — 32 ratings,False,
Robyn Hood: Vigilante,Ben Meares,4.00 avg rating — 12 ratings,False,
Rock and Riot,Chelsey Furedi,4.52 avg rating — 918 ratings,False,
Rogue Planet,Cullen Bunn,3.23 avg rating — 419 ratings,False,
Roller Girl,Victoria Jamieson,"4.28 avg rating — 66,223 ratings",False,
Ronin,Frank Miller,"3.66 avg rating — 8,123 ratings",False,
Rorschach,Tom King,"3.75 avg rating — 1,853 ratings",False,
"Rose (Bone, #0)",Jeff Smith,"3.92 avg rating — 5,597 ratings",False,
Ruined,Sarah Vaughn,"3.64 avg rating — 2,106 ratings",False,
Run: Book One,John             Lewis,"4.31 avg rating — 2,964 ratings",False,
"Runaways, Vol. 1: Pride and Joy",Brian K. Vaughan,"3.98 avg rating — 27,431 ratings",False,
"Runaways: The Complete Collection, Vol. 1",Brian K. Vaughan,"4.20 avg rating — 12,226 ratings",False,
"Rurouni Kenshin, Volume 01",Nobuhiro Watsuki,"4.32 avg rating — 44,616 ratings",False,
"Ruse, Vol. 1: Enter the Detective",Mark Waid,3.79 avg rating — 479 ratings,False,
Rusty Brown,Chris Ware,"4.29 avg rating — 3,296 ratings",False,
Sabrina,Nick Drnaso,"3.83 avg rating — 16,154 ratings",False,
Sabrina Anniversary Spectacular (Sabrina the Teenage Witch (2019-)),Dan Parent,4.31 avg rating — 72 ratings,False,
Safari Honeymoon,Jesse Jacobs,"3.97 avg rating — 1,803 ratings",False,
"Safe Area Goražde: The War in Eastern Bosnia, 1992-1995",Joe Sacco,"4.28 avg rating — 10,180 ratings",False,
Saga #1,Brian K. Vaughan|(Writer),"4.19 avg rating — 49,440 ratings",False,
"Saga, Book One",Brian K. Vaughan|(Writer),"4.66 avg rating — 12,966 ratings",False,
"Saga, Volume 1",Brian K. Vaughan|(Writer),"4.17 avg rating — 339,288 ratings",False,
"Saga, Volume 10",Brian K. Vaughan,"4.31 avg rating — 13,992 ratings",False,
"Saga, Volume 11",Brian K. Vaughan|(Writer),"4.26 avg rating — 6,788 ratings",False,
"Saga, Volume 2",Brian K. Vaughan|(Writer),"4.49 avg rating — 112,938 ratings",False,
"Saga, Volume 3",Brian K. Vaughan|(Writer),"4.48 avg rating — 96,520 ratings",False,
"Saga, Volume 4",Brian K. Vaughan|(Writer),"4.42 avg rating — 80,058 ratings",False,
"Saga, Volume 5",Brian K. Vaughan|(Writer),"4.40 avg rating — 69,828 ratings",False,
"Saga, Volume 6",Brian K. Vaughan|(Writer),"4.46 avg rating — 54,154 ratings",False,
"Saga, Volume 7",Brian K. Vaughan|(Writer),"4.48 avg rating — 46,073 ratings",False,
"Saga, Volume 9",Brian K. Vaughan|(Writer),"4.56 avg rating — 32,475 ratings",False,
"Sailor Moon, Vol. 1 (Sailor Moon, #1)",Naoko Takeuchi,"4.32 avg rating — 53,414 ratings",False,
Sailor Twain: Or: The Mermaid in the Hudson,Mark  Siegel,"3.69 avg rating — 3,901 ratings",False,
"Saints (Boxers & Saints, #2)",Gene Luen Yang,"3.84 avg rating — 16,130 ratings",False,
Salt Magic,Hope Larson|(Writer),"4.17 avg rating — 3,174 ratings",False,
Sam Zabel and the Magic Pen,Dylan Horrocks,3.75 avg rating — 894 ratings,False,
Same Difference,Derek Kirk Kim,"3.68 avg rating — 2,338 ratings",False,
"Samurai Executioner, Vol. 1: When the Demon Knife Weeps",Kazuo Koike,4.07 avg rating — 858 ratings,False,
Sarjakuva-Kalevala nykysuomeksi,Kristian Huitula,3.27 avg rating — 11 ratings,False,
Sarjakuvaterapiaa ja muita kertomuksia hulluudesta,Viivi Rintanen,4.12 avg rating — 216 ratings,False,
Savage Hearts,Aubrey Sitterson,3.20 avg rating — 20 ratings,False,
"Scalped, Vol. 1: Indian Country (Scalped, #1)",Jason Aaron,"4.02 avg rating — 7,753 ratings",False,
Scalped: The Deluxe Edition Book One,Jason Aaron|(Writer),"4.24 avg rating — 1,120 ratings",False,
"Scarlet Witch, Vol. 1: Witches' Road",James  Robinson,"3.58 avg rating — 2,877 ratings",False,
"Scarlet, Book 1 (Scarlet, #1)",Brian Michael Bendis|(Writer),"3.75 avg rating — 2,114 ratings",False,
Scenes from an Impending Marriage,Adrian Tomine,"3.62 avg rating — 3,222 ratings",False,
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)","Bryan Lee O'Malley|(Writer, Artist)","4.19 avg rating — 204,458 ratings",False,
Scout Is Not a Band Kid,Jade Armstrong,"3.97 avg rating — 1,888 ratings",False,
Scullion: A Dishwasher's Guide to Mistaken Identity,Jarad Greene,3.20 avg rating — 198 ratings,False,
Sea of Sorrows,Rich Douek,3.17 avg rating — 404 ratings,False,
"Sea of Stars, Vol. 1: Lost in the Wild Heavens",Jason Aaron,3.37 avg rating — 820 ratings,False,
Sea Prayer,Khaled Hosseini,"4.10 avg rating — 57,565 ratings",False,
Sea Serpent's Heir Book One: The Pirate's Daughter,Mairghread Scott,3.56 avg rating — 412 ratings,False,
Séance Tea Party,Reimena Yee,"4.25 avg rating — 8,021 ratings",False,
Secret Book Club,Brandon Montclare,5.00 avg rating — 2 ratings,False,
Secret Life,Theo Ellsworth|(Illustrations),3.93 avg rating — 392 ratings,False,
Secret Passages,Axelle Lenoir,3.84 avg rating — 337 ratings,False,
Secret Six: Six Degrees of Devastation,Gail Simone,"3.96 avg rating — 1,390 ratings",False,
Secrets of Camp Whatever Vol. 1,Chris Grine,"4.12 avg rating — 1,537 ratings",False,
Seeds And Stems,Simon Hanselmann,4.20 avg rating — 881 ratings,False,
Seek You: A Journey Through American Loneliness,Kristen Radtke,"4.01 avg rating — 8,236 ratings",False,
Seen: Rachel Carson,Birdie Willis,3.77 avg rating — 231 ratings,False,
Sensory: Life on the Spectrum,Bex Ollerton|(Editor),"4.27 avg rating — 2,531 ratings",False,
"Seven to Eternity, Vol. 4: The Springs of Zhal",Rick Remender,4.19 avg rating — 436 ratings,False,
"Sex Criminals, Vol. 1: One Weird Trick",Matt Fraction,"3.91 avg rating — 40,081 ratings",False,
Sexuality: A Graphic Guide,Meg-John Barker,4.18 avg rating — 541 ratings,False,
Shadow Life,Hiromi Goto,"4.22 avg rating — 2,386 ratings",False,
Shadow of the Batgirl,Sarah Kuhn,"4.05 avg rating — 3,112 ratings",False,
Shadowland: Daredevil,Andy Diggle,"3.03 avg rating — 1,532 ratings",False,
Shame Pudding,Danny Noble,3.98 avg rating — 129 ratings,False,
"Shang-Chi, Vol. 1: Brothers & Sisters",Gene Luen Yang,"3.70 avg rating — 1,332 ratings",False,
Sharaz-De: Tome 1,Sergio Toppi,4.48 avg rating — 646 ratings,False,
Shark Summer,Ira Marcks,3.75 avg rating — 863 ratings,False,
Shazam! The Monster Society of Evil,Jeff Smith,"3.80 avg rating — 2,095 ratings",False,
"Sheets (Sheets, #1)",Brenna Thummler,"3.84 avg rating — 45,400 ratings",False,
Shenzhen: A Travelogue from China,Guy Delisle,"3.74 avg rating — 8,894 ratings",False,
Shirley & Jamila Save Their Summer,Gillian Goerz,"4.08 avg rating — 2,132 ratings",False,
"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",Miles Hyman,"3.65 avg rating — 4,288 ratings",False,
Shirtless Bear-Fighter! Volume 2,Jody LeHeup,3.84 avg rating — 69 ratings,False,
Shortcomings,Adrian Tomine,"3.63 avg rating — 15,098 ratings",False,
Shortcuts (Sanity & Tallulah (3)),Molly Brooks,4.20 avg rating — 247 ratings,False,
Shubeik Lubeik,Deena Mohamed,"4.50 avg rating — 3,401 ratings",False,
Shuri and T'Challa: Into the Heartlands (An Original Black Panther Graphic Novel),Roseanne A. Brown,3.95 avg rating — 348 ratings,False,
Sidetrack City and Other Tales,Kaz,3.97 avg rating — 65 ratings,False,
Signal to Noise,Neil Gaiman,"3.84 avg rating — 4,260 ratings",False,
Silver City,Olivia Cuartero-Briggs,3.11 avg rating — 19 ratings,False,
Silver Surfer: Requiem,J. Michael Straczynski,"4.26 avg rating — 2,148 ratings",False,
Simon's Cat,Simon Tofield,"4.30 avg rating — 5,959 ratings",False,
Sin City Volume 1: The Hard Goodbye,Frank Miller,"4.17 avg rating — 66,141 ratings",False,
"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",Frank Miller,"4.17 avg rating — 28,334 ratings",False,
"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",Frank Miller,"4.12 avg rating — 16,950 ratings",False,
"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",Frank Miller,"4.24 avg rating — 26,119 ratings",False,
"Sin City, Vol. 6: Booze, Broads, and Bullets (Sin City, #6)",Frank Miller,"3.86 avg rating — 8,455 ratings",False,
Sinfest,Tatsuya Ishida,4.04 avg rating — 284 ratings,False,
Sins of the Black Flamingo,Andrew Wheeler,3.98 avg rating — 337 ratings,False,
Skim,Mariko Tamaki,"3.77 avg rating — 16,747 ratings",False,
Skulldigger + Skeleton Boy,Jeff Lemire,4.01 avg rating — 578 ratings,False,
"Skullkickers, Vol. 1: 1000 Opas and a Dead Body",Jim Zub,3.75 avg rating — 809 ratings,False,
Sky Island,Amy Chu,3.87 avg rating — 227 ratings,False,
Skyscrapers of the Midwest,Joshua W. Cotter,3.75 avg rating — 387 ratings,False,
Skyward,Joe     Henderson,3.92 avg rating — 478 ratings,False,
Sleeper: Omnibus,Ed Brubaker|(Writer),4.44 avg rating — 603 ratings,False,
Sleeper: Season One,Ed Brubaker,"4.29 avg rating — 1,394 ratings",False,
"Sleepless, Vol. 1",Sarah Vaughn,"4.22 avg rating — 3,566 ratings",False,
Sleepwalk and Other Stories,Adrian Tomine,"4.01 avg rating — 5,595 ratings",False,
Slime for Dinner: A Graphic Novel (Geronimo Stilton #2) (2) (Geronimo Stilton Graphic Novel),Geronimo Stilton,4.34 avg rating — 214 ratings,False,
Slip,Marika McCoola,"3.54 avg rating — 2,093 ratings",False,
Sloth,Gilbert Hernández,"3.37 avg rating — 1,324 ratings",False,
"Smile (Smile, #1)",Raina Telgemeier,"4.23 avg rating — 283,345 ratings",False,
Snapdragon,Kat Leyh,"4.48 avg rating — 15,197 ratings",False,
"Snotgirl, Vol. 3: Is This Real Life?",Bryan Lee O'Malley,"3.78 avg rating — 2,993 ratings",False,
"Snow, Glass, Apples",Neil Gaiman,"4.07 avg rating — 14,010 ratings",False,
Snug: A Collection of Comics about Dating Your Best Friend,Catana Chetwynd,"4.38 avg rating — 6,817 ratings",False,
So Long Sad Love,Mirion Malle,"4.36 avg rating — 2,097 ratings",False,
So Much for Love: How I Survived a Toxic Relationship,Sophie Lambda,"4.35 avg rating — 3,586 ratings",False,
Social Fiction,Chantal Montellier,4.05 avg rating — 184 ratings,False,
Sock Monkey Treasury HC,Tony Millionaire,4.37 avg rating — 259 ratings,False,
"Solanin (Solanin, #1-2)",Inio Asano,"4.22 avg rating — 11,443 ratings",False,
Solutions and Other Problems,Allie Brosh,"4.21 avg rating — 37,083 ratings",False,
Something is Killing the Children Series,,,False,
"Somewhere Within the Shadows (Blacksad, #1)",Juan Díaz Canales,"4.22 avg rating — 6,672 ratings",False,
"Soul Eater, Vol. 1 (Soul Eater, #1)",Atsushi Ohkubo,"4.31 avg rating — 57,308 ratings",False,
"Soulless: The Manga, Vol. 1",Gail Carriger,"4.14 avg rating — 6,802 ratings",False,
"Southern Bastards, Vol. 1: Here Was a Man",Jason Aaron,"4.12 avg rating — 7,367 ratings",False,
Spa,Erik Svetoft,3.72 avg rating — 644 ratings,False,
Space Bandits,Mark Millar|(Writer),3.60 avg rating — 586 ratings,False,
Space Boy 20,,,False,
Space Boy 21,,,False,
Space Jam: A New Legacy,Ivan Cohen,3.86 avg rating — 37 ratings,False,
"Spawn Collection, Vol. 1",Todd McFarlane,"3.99 avg rating — 1,575 ratings",False,
"Spawn, Book 1: Beginnings",Todd McFarlane,4.01 avg rating — 352 ratings,False,
Spawn: Angela's Hunt,Neil Gaiman|(Writer),3.68 avg rating — 506 ratings,False,
Special Exits,Joyce Farmer,"4.03 avg rating — 1,887 ratings",False,
Specter Inspectors,Bowen McCurdy|(Illustrator),4.11 avg rating — 704 ratings,False,
Specter Inspectors #1,Bowen McCurdy,4.14 avg rating — 367 ratings,False,
Specter Inspectors #2,Bowen McCurdy,4.15 avg rating — 164 ratings,False,
Specter Inspectors #3,"Bowen McCurdy|(Writer, Ilustrator)",4.11 avg rating — 140 ratings,False,
Specter Inspectors #4,Bowen McCurdy,4.13 avg rating — 128 ratings,False,
Specter Inspectors #5,Bowen McCurdy,4.23 avg rating — 120 ratings,False,
"Spell on Wheels, Vol. 2: Just to Get to You",Kate Leth,3.55 avg rating — 547 ratings,False,
Spider-Man: Blue,Jeph Loeb,"4.19 avg rating — 11,117 ratings",False,
"Spider-Man: Cosmic Chaos! (A Mighty Marvel Team-Up): An Original Graphic Novel (A Mighty Marvel Team-Up, 3) (Volume 3)",Mike Maihack,4.27 avg rating — 66 ratings,False,
Spider-Man: Noir,David Hine,"3.91 avg rating — 3,133 ratings",False,
Spider-Man: Quantum Quest! (A Mighty Marvel Team-Up # 2),Mike Maihack,4.19 avg rating — 145 ratings,False,
Spider-Man: The Other,Peter David,"3.79 avg rating — 2,331 ratings",False,
"Spider-Woman, Agent of S.W.O.R.D.",Brian Michael Bendis,"3.84 avg rating — 1,262 ratings",False,
Spike: Shadow Puppets,Brian Lynch|(Writer),4.05 avg rating — 404 ratings,False,
"Spill Zone (Spill Zone, #1)",Scott Westerfeld,"4.03 avg rating — 6,053 ratings",False,
Spinning,Tillie Walden,"3.89 avg rating — 21,948 ratings",False,
Spiral-Bound: Top Secret Summer,Aaron Renier,3.89 avg rating — 417 ratings,False,
Sports Is Hell,Ben Passmore,3.50 avg rating — 422 ratings,False,
Spy School: The Graphic Novel (Spy School Graphic Novels #1),Stuart Gibbs,"4.15 avg rating — 2,014 ratings",False,
"Spy x Family, Vol. 1 (Spy × Family, #1)",Tatsuya Endo|(Story & Art),"4.47 avg rating — 144,779 ratings",False,
"Spy x Family, Vol. 2 (Spy × Family, #2)",Tatsuya Endo,"4.54 avg rating — 47,742 ratings",False,
Squad,Maggie Tokuda-Hall,"3.79 avg rating — 12,562 ratings",False,
Squadron Supreme,Mark Gruenwald,"4.00 avg rating — 1,428 ratings",False,
Squeak the Mouse,Massimo Mattioli,3.94 avg rating — 168 ratings,False,
Squee,Jhonen Vásquez,"4.20 avg rating — 9,969 ratings",False,
Squire,Nadia Shammas,"4.06 avg rating — 9,430 ratings",False,
"Squire & Knight (Squire & Knight, #1)",Scott Chantler,"4.02 avg rating — 1,008 ratings",False,
Star Pig,Delilah S. Dawson,3.68 avg rating — 173 ratings,False,
"Star Wars, Vol. 1: The Destiny Path",Charles Soule,"4.13 avg rating — 1,583 ratings",False,
"Star Wars, Vol. 2: Operation Starlight",Charles Soule,"3.79 avg rating — 1,039 ratings",False,
"Star Wars, Vol. 3: War of the Bounty Hunters",Charles Soule,3.77 avg rating — 757 ratings,False,
